timestamp,lux
June 28, 8:00 PM - 30 lux
June 28, 9:00 PM - 42 lux
June 28, 10:00 PM - 45 lux
June 28, 11:00 PM - 50 lux
June 29, 12:00 AM - 70 lux
June 29, 1:00 AM - 120 lux
June 29, 2:00 AM - 135 lux
June 29, 3:00 AM - 150 lux
June 29, 4:00 AM - 160 lux
June 29, 5:00 AM - 140 lux
June 29, 6:00 AM - 120 lux
June 29, 7:00 AM - 90 lux
June 29, 8:00 AM - 70 lux
June 29, 9:00 AM - 60 lux
June 29, 10:00 AM - 55 lux
June 29, 11:00 AM - 50 lux
June 29, 12:00 PM - 45 lux
June 29, 1:00 PM - 42 lux
June 29, 2:00 PM - 40 lux
June 29, 3:00 PM - 38 lux
June 29, 4:00 PM - 36 lux
June 29, 5:00 PM - 35 lux
June 29, 6:00 PM - 34 lux
June 29, 7:00 PM - 30 lux
June 29, 8:00 PM - 42 lux
June 29, 9:00 PM - 45 lux
June 29, 10:00 PM - 50 lux
June 29, 11:00 PM - 70 lux
June 30, 12:00 AM - 120 lux
June 30, 1:00 AM - 135 lux
June 30, 2:00 AM - 150 lux
June 30, 3:00 AM - 160 lux
June 30, 4:00 AM - 140 lux
June 30, 5:00 AM - 120 lux
June 30, 6:00 AM - 90 lux
June 30, 7:00 AM - 70 lux
June 30, 8:00 AM - 60 lux
June 30, 9:00 AM - 55 lux
June 30, 10:00 AM - 50 lux
June 30, 11:00 AM - 45 lux
June 30, 12:00 PM - 42 lux
June 30, 1:00 PM - 40 lux
June 30, 2:00 PM - 38 lux
June 30, 3:00 PM - 36 lux
June 30, 4:00 PM - 35 lux
June 30, 5:00 PM - 34 lux
